"plate"	"Chain"	"SMARTindex"	"RawReads"	"ReadsWithPrimer"	"Ga12HC"	"Ga3HC"	"LaLC"	"KaLC"	"ReadsToFilter"	"PassedAberrantFilter"	"Aberrant_LC_reads"	"ReadsToOverlap"	"ShortInsert"	"MediumInserts"	"LongInserts"	"Overlapped"	"LengthFiltered"
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//44-SMARTindex"	1e+05	445	0	0	1	444	445	445	94	445	16	409	20	425	403
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//45-SMARTindex"	1e+05	87	0	0	5	82	87	87	74	87	7	76	4	83	74
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//46-SMARTindex"	1e+05	447	0	0	6	441	447	447	176	447	45	380	22	425	366
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//47-SMARTindex"	1e+05	291	0	0	5	286	290	290	32	290	32	242	16	274	238
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//48-SMARTindex"	1e+05	154	0	0	2	152	154	154	104	154	56	92	6	148	90
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//49-SMARTindex"	1e+05	356	0	0	1	355	355	355	323	355	16	318	21	334	316
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//50-SMARTindex"	1e+05	126	0	0	1	125	126	126	17	126	3	117	6	120	114
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//51-SMARTindex"	1e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//52-SMARTindex"	1e+05	704	0	0	2	702	704	704	188	704	46	609	49	655	603
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//53-SMARTindex"	1e+05	621	0	0	5	616	621	621	147	621	32	555	34	587	551
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//54-SMARTindex"	1e+05	662	0	0	9	653	661	661	121	661	51	576	34	627	562
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//55-SMARTindex"	1e+05	437	0	0	14	423	437	437	128	437	53	362	22	415	350
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//56-SMARTindex"	1e+05	304	0	0	1	303	304	304	241	304	64	229	11	293	218
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//57-SMARTindex"	1e+05	636	0	0	3	633	636	636	199	636	55	548	33	603	540
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//58-SMARTindex"	1e+05	213	0	0	2	211	213	213	61	213	12	183	18	195	177
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//59-SMARTindex"	1e+05	352	0	0	13	339	351	351	299	351	35	292	24	327	281
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//60-SMARTindex"	1e+05	184	0	0	3	181	183	183	124	183	17	153	13	170	147
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//61-SMARTindex"	1e+05	502	0	0	4	498	502	502	140	502	54	419	29	473	412
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//62-SMARTindex"	1e+05	250	0	0	0	250	250	250	61	250	24	211	15	235	199
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//63-SMARTindex"	1e+05	381	0	0	3	378	381	381	47	381	24	334	23	358	328
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//64-SMARTindex"	1e+05	467	0	0	4	463	467	467	426	467	29	410	28	439	400
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//65-SMARTindex"	1e+05	198	0	0	0	198	198	198	69	198	16	168	14	184	166
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//66-SMARTindex"	1e+05	157	0	0	0	157	157	157	49	157	12	136	9	148	130
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//67-SMARTindex"	1e+05	251	0	0	4	247	251	251	218	251	21	215	15	236	209
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//68-SMARTindex"	1e+05	2	0	0	0	2	2	2	2	2	0	2	0	2	2
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//69-SMARTindex"	1e+05	1303	0	0	20	1283	1302	1302	183	1302	89	1157	56	1246	1145
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//70-SMARTindex"	1e+05	428	0	0	5	423	428	428	82	428	54	359	15	413	348
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//71-SMARTindex"	1e+05	568	0	0	7	561	568	568	144	568	50	484	34	534	472
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//72-SMARTindex"	1e+05	741	0	0	6	735	740	740	129	740	44	653	43	697	645
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//73-SMARTindex"	1e+05	444	0	0	0	444	444	444	162	444	21	383	40	404	376
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//74-SMARTindex"	1e+05	363	0	0	1	362	363	363	99	363	41	302	20	343	285
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//75-SMARTindex"	1e+05	795	0	0	3	792	795	795	208	795	133	588	74	721	576
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//76-SMARTindex"	1e+05	293	0	0	3	290	293	293	82	293	19	252	22	271	246
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//77-SMARTindex"	1e+05	242	0	0	24	218	242	242	173	242	61	160	21	221	153
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//78-SMARTindex"	1e+05	377	0	0	6	371	376	376	172	376	58	301	17	359	283
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//79-SMARTindex"	1e+05	665	0	0	17	648	665	665	585	665	65	565	35	630	507
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//80-SMARTindex"	1e+05	188	0	0	5	183	187	187	10	187	45	133	9	178	127
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//81-SMARTindex"	1e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//82-SMARTindex"	1e+05	386	0	0	2	384	386	386	43	386	15	350	21	365	345
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//83-SMARTindex"	1e+05	250	0	0	1	249	250	250	233	250	12	231	7	243	227
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//84-SMARTindex"	1e+05	182	0	0	1	181	182	182	141	182	40	134	8	174	130
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//85-SMARTindex"	1e+05	349	0	0	2	347	349	349	53	349	24	307	18	331	304
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//86-SMARTindex"	1e+05	138	0	0	9	129	138	138	106	138	12	118	8	130	112
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//87-SMARTindex"	1e+05	294	0	0	10	284	294	294	261	294	24	247	23	271	227
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//88-SMARTindex"	1e+05	1	0	0	0	1	1	1	0	1	1	0	0	1	0
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//89-SMARTindex"	1e+05	287	0	0	2	285	287	287	33	287	17	253	17	270	252
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//90-SMARTindex"	1e+05	1	0	0	0	1	1	1	0	1	1	0	0	1	0
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//91-SMARTindex"	1e+05	88	0	0	0	88	88	88	79	88	6	77	5	83	76
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//92-SMARTindex"	1e+05	452	0	0	6	446	452	452	91	452	22	397	33	419	392
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//93-SMARTindex"	1e+05	416	0	0	4	412	416	416	175	416	44	344	28	388	311
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//94-SMARTindex"	1e+05	436	0	0	2	434	436	436	89	436	33	372	31	405	359
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//95-SMARTindex"	1e+05	77	0	0	0	77	77	77	9	77	10	63	4	73	60
"TRIMMER0091_P80"	"L"	"/nmspipeline/01-Processing/TRIMMER0091_P80/01-PrimerTrim//96-SMARTindex"	1e+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
